station,valid,tmpf,metar
EGLC,2026-04-17 20:20,57.20,EGLC 172020Z AUTO 20006KT 160V230 9999 NCD 14/09 Q1020
EGLC,2026-04-17 20:50,55.40,EGLC 172050Z AUTO 21005KT 160V250 9999 NCD 13/09 Q1020
EGLC,2026-04-17 21:20,55.40,EGLC 172120Z AUTO 21005KT 190V250 9999 NCD 13/09 Q1020
EGLC,2026-04-17 21:50,55.40,EGLC 172150Z AUTO 22007KT 180V250 9999 SCT048 13/09 Q1020
EGLC,2026-04-17 22:20,55.40,EGLC 172220Z AUTO 23006KT 200V270 9999 SCT024 BKN044 13/09 Q1020
EGLC,2026-04-17 22:50,55.40,EGLC 172250Z AUTO 24008KT 9999 FEW017 BKN042 13/09 Q1020
EGLC,2026-04-17 23:20,55.40,EGLC 172320Z AUTO 24007KT 200V270 9999 BKN016 OVC038 13/09 Q1020
EGLC,2026-04-17 23:50,55.40,EGLC 172350Z AUTO 24009KT 9999 OVC014 13/10 Q1020
EGLC,2026-04-18 00:20,53.60,EGLC 180020Z AUTO 25007KT 4800 -DZ OVC012 12/10 Q1020
EGLC,2026-04-18 00:50,51.80,EGLC 180050Z AUTO 30006KT 270V330 9999 BKN007 OVC012 11/10 Q1020
EGLC,2026-04-18 01:20,51.80,EGLC 180120Z AUTO 28007KT 9999 SCT010 OVC017 11/09 Q1020
EGLC,2026-04-18 01:50,51.80,EGLC 180150Z AUTO 29006KT 260V330 9999 OVC018 11/09 Q1020
EGLC,2026-04-18 02:20,51.80,EGLC 180220Z AUTO 26002KT 9999 BKN018 OVC027 11/09 Q1020
EGLC,2026-04-18 02:50,53.60,EGLC 180250Z AUTO 24004KT 9999 BKN027 OVC031 12/09 Q1020
EGLC,2026-04-18 03:20,53.60,EGLC 180320Z AUTO 29005KT 9999 -RA BKN019 OVC033 12/08 Q1020
EGLC,2026-04-18 03:50,51.80,EGLC 180350Z AUTO 30006KT 9999 BKN019 BKN028 BKN034 11/08 Q1021
EGLC,2026-04-18 04:20,51.80,EGLC 180420Z AUTO 30006KT 9999 SCT028 SCT040 11/08 Q1021
EGLC,2026-04-18 04:50,51.80,EGLC 180450Z AUTO 29006KT 9999 NCD 11/08 Q1021
EGLC,2026-04-18 05:20,51.80,EGLC 180520Z AUTO 29005KT 9999 NCD 11/07 Q1021
EGLC,2026-04-18 05:50,50.00,EGLC 180550Z AUTO 26006KT 9999 NCD 10/07 Q1021
EGLC,2026-04-18 06:20,51.80,EGLC 180620Z AUTO 25007KT 230V290 9999 NCD 11/07 Q1021
EGLC,2026-04-18 06:50,51.80,EGLC 180650Z AUTO 24007KT 9999 NCD 11/07 Q1022
EGLC,2026-04-18 07:20,53.60,EGLC 180720Z AUTO 26008KT 220V290 9999 NCD 12/07 Q1022
EGLC,2026-04-18 07:50,53.60,EGLC 180750Z AUTO 26008KT 9999 NCD 12/06 Q1022
EGLC,2026-04-18 08:20,53.60,EGLC 180820Z AUTO 26008KT 9999 NCD 12/06 Q1022
EGLC,2026-04-18 08:50,55.40,EGLC 180850Z AUTO 27008KT 210V300 9999 SCT024 13/07 Q1022
EGLC,2026-04-18 09:20,55.40,EGLC 180920Z AUTO 27008KT 9999 SCT031 13/06 Q1022
EGLC,2026-04-18 09:50,57.20,EGLC 180950Z AUTO 27006KT 220V020 9999 BKN031 14/06 Q1022
EGLC,2026-04-18 10:20,57.20,EGLC 181020Z AUTO 27009KT 9999 BKN036 14/05 Q1022
EGLC,2026-04-18 10:50,60.80,EGLC 181050Z AUTO 25007KT 9999 SCT038 16/04 Q1022
EGLC,2026-04-18 11:20,59.00,EGLC 181120Z AUTO 30009KT 270V350 9999 BKN042 15/04 Q1022
EGLC,2026-04-18 11:50,60.80,EGLC 181150Z AUTO 27008KT 240V340 9999 BKN048 16/04 Q1021
EGLC,2026-04-18 12:20,59.00,EGLC 181220Z AUTO 27010KT 9999 SCT049 15/02 Q1021
EGLC,2026-04-18 12:50,60.80,EGLC 181250Z AUTO 31007KT 230V360 9999 NCD 16/03 Q1021
EGLC,2026-04-18 13:20,60.80,EGLC 181320Z AUTO 30008KT 270V340 9999 NCD 16/03 Q1021
EGLC,2026-04-18 13:50,60.80,EGLC 181350Z AUTO 27009KT 250V320 9999 NCD 16/02 Q1021
EGLC,2026-04-18 14:20,60.80,EGLC 181420Z AUTO 29008KT 9999 NCD 16/03 Q1021
EGLC,2026-04-18 14:50,60.80,EGLC 181450Z AUTO 31006KT 240V360 9999 NCD 16/03 Q1021
EGLC,2026-04-18 15:20,60.80,EGLC 181520Z AUTO 31008KT 270V360 9999 NCD 16/02 Q1021
EGLC,2026-04-18 15:50,60.80,EGLC 181550Z AUTO 29008KT 260V340 9999 NCD 16/03 Q1021
EGLC,2026-04-18 16:20,60.80,EGLC 181620Z AUTO 29009KT 250V340 9999 NCD 16/03 Q1021
EGLC,2026-04-18 16:50,60.80,EGLC 181650Z AUTO 31010KT 280V340 9999 NCD 16/02 Q1021
EGLC,2026-04-18 17:20,60.80,EGLC 181720Z AUTO 30010KT 270V330 9999 NCD 16/02 Q1021
EGLC,2026-04-18 17:50,60.80,EGLC 181750Z AUTO 32008KT 260V360 9999 NCD 16/02 Q1022
EGLC,2026-04-18 18:20,59.00,EGLC 181820Z AUTO 32009KT 290V360 9999 NCD 15/01 Q1022
EGLC,2026-04-18 18:50,59.00,EGLC 181850Z AUTO 33007KT 300V020 9999 NCD 15/02 Q1022
EGLC,2026-04-18 19:20,57.20,EGLC 181920Z AUTO 32005KT 290V350 9999 NCD 14/02 Q1023
EGLC,2026-04-18 19:50,57.20,EGLC 181950Z AUTO 33006KT 290V010 9999 NCD 14/04 Q1023
EGLC,2026-04-18 20:20,55.40,EGLC 182020Z AUTO 32008KT 280V350 9999 NCD 13/05 Q1023
EGLC,2026-04-18 20:50,55.40,EGLC 182050Z AUTO 32008KT 290V360 9999 NCD 13/05 Q1023
EGLC,2026-04-18 21:20,53.60,EGLC 182120Z AUTO 32007KT 290V360 9999 NCD 12/05 Q1023
EGLC,2026-04-18 21:50,53.60,EGLC 182150Z AUTO 33006KT 290V030 9999 NCD 12/06 Q1024
EGLC,2026-04-18 22:20,51.80,EGLC 182220Z AUTO 32005KT 280V360 9999 NCD 11/06 Q1024
EGLC,2026-04-18 22:50,51.80,EGLC 182250Z AUTO 32006KT 270V360 9999 NCD 11/05 Q1024
EGLC,2026-04-18 23:20,51.80,EGLC 182320Z AUTO 31005KT 280V010 9999 NCD 11/05 Q1024
EGLC,2026-04-18 23:50,51.80,EGLC 182350Z AUTO 32007KT 280V360 9999 NCD 11/05 Q1024
EGLC,2026-04-19 00:20,51.80,EGLC 190020Z AUTO 31005KT 280V340 9999 NCD 11/04 Q1024
EGLC,2026-04-19 00:50,50.00,EGLC 190050Z AUTO 32007KT 280V360 9999 NCD 10/04 Q1024
EGLC,2026-04-19 01:20,50.00,EGLC 190120Z AUTO 33007KT 310V010 9999 NCD 10/03 Q1024
EGLC,2026-04-19 01:50,48.20,EGLC 190150Z AUTO 33005KT 290V360 9999 NCD 09/03 Q1024
EGLC,2026-04-19 02:20,48.20,EGLC 190220Z AUTO 32006KT 280V360 9999 NCD 09/03 Q1025
EGLC,2026-04-19 02:50,48.20,EGLC 190250Z AUTO 32005KT 270V360 9999 NCD 09/03 Q1025
EGLC,2026-04-19 03:20,46.40,EGLC 190320Z AUTO 31005KT 9999 NCD 08/03 Q1025
EGLC,2026-04-19 03:50,46.40,EGLC 190350Z AUTO 32005KT 290V360 9999 NCD 08/02 Q1025
EGLC,2026-04-19 04:20,46.40,EGLC 190420Z AUTO 32005KT 260V350 9999 NCD 08/02 Q1025
EGLC,2026-04-19 04:50,46.40,EGLC 190450Z AUTO 33005KT 280V360 9999 NCD 08/02 Q1025
EGLC,2026-04-19 05:20,46.40,EGLC 190520Z AUTO 33006KT 290V360 9999 NCD 08/02 Q1025
EGLC,2026-04-19 05:50,46.40,EGLC 190550Z AUTO 33005KT 300V010 9999 NCD 08/02 Q1025
EGLC,2026-04-19 06:20,46.40,EGLC 190620Z AUTO 33004KT 280V060 9999 NCD 08/02 Q1026
EGLC,2026-04-19 06:50,48.20,EGLC 190650Z AUTO 33006KT 290V010 9999 NCD 09/03 Q1026
EGLC,2026-04-19 07:20,48.20,EGLC 190720Z AUTO 33007KT 300V020 9999 NCD 09/03 Q1026
EGLC,2026-04-19 07:50,48.20,EGLC 190750Z AUTO 33007KT 290V010 9999 NCD 09/02 Q1026
EGLC,2026-04-19 08:20,50.00,EGLC 190820Z AUTO 33007KT 290V020 9999 NCD 10/02 Q1026
EGLC,2026-04-19 08:50,51.80,EGLC 190850Z AUTO 33006KT 270V030 9999 NCD 11/01 Q1026
EGLC,2026-04-19 09:20,53.60,EGLC 190920Z AUTO 34007KT 290V040 9999 NCD 12/01 Q1026
EGLC,2026-04-19 09:50,53.60,EGLC 190950Z AUTO 32009KT 280V010 9999 NCD 12/00 Q1026
EGLC,2026-04-19 10:20,53.60,EGLC 191020Z AUTO 33008KT 280V010 9999 NCD 12/M01 Q1026
EGLC,2026-04-19 10:50,55.40,EGLC 191050Z AUTO 33007KT 290V030 9999 NCD 13/M00 Q1026
EGLC,2026-04-19 11:20,55.40,EGLC 191120Z AUTO 32007KT 280V040 9999 NCD 13/M00 Q1026
EGLC,2026-04-19 11:50,57.20,EGLC 191150Z AUTO 34006KT 280V060 9999 NCD 14/M00 Q1026
EGLC,2026-04-19 12:20,57.20,EGLC 191220Z AUTO 30006KT 230V360 9999 NCD 14/M01 Q1025
EGLC,2026-04-19 12:50,57.20,EGLC 191250Z AUTO 31007KT 220V020 9999 NCD 14/M03 Q1025
EGLC,2026-04-19 13:20,57.20,EGLC 191320Z AUTO 32007KT 290V020 9999 NCD 14/M01 Q1025
EGLC,2026-04-19 13:50,57.20,EGLC 191350Z AUTO 36008KT 310V080 9999 NCD 14/M01 Q1025
EGLC,2026-04-19 14:20,57.20,EGLC 191420Z AUTO 02007KT 320V080 9999 NCD 14/M01 Q1025
EGLC,2026-04-19 14:50,57.20,EGLC 191450Z AUTO 01006KT 300V100 9999 NCD 14/M01 Q1025
EGLC,2026-04-19 15:20,59.00,EGLC 191520Z AUTO 35007KT 290V080 9999 NCD 15/M01 Q1024
EGLC,2026-04-19 15:50,59.00,EGLC 191550Z AUTO 01006KT 310V070 9999 NCD 15/M01 Q1024
EGLC,2026-04-19 16:20,57.20,EGLC 191620Z AUTO 02007KT 310V080 9999 NCD 14/M00 Q1024
EGLC,2026-04-19 16:50,57.20,EGLC 191650Z AUTO 02005KT 260V080 9999 NCD 14/M01 Q1024
EGLC,2026-04-19 17:20,57.20,EGLC 191720Z AUTO 04009KT 360V080 9999 NCD 14/M00 Q1024
EGLC,2026-04-19 17:50,57.20,EGLC 191750Z AUTO 01005KT 300V070 9999 NCD 14/00 Q1024
EGLC,2026-04-19 18:20,55.40,EGLC 191820Z AUTO 05008KT 9999 NCD 13/01 Q1024
EGLC,2026-04-19 18:50,55.40,EGLC 191850Z AUTO 05008KT 020V080 9999 NCD 13/01 Q1024
EGLC,2026-04-19 19:20,53.60,EGLC 191920Z AUTO 05006KT 020V100 9999 NCD 12/06 Q1025
EGLC,2026-04-19 19:50,51.80,EGLC 191950Z AUTO 09012KT 9999 FEW017 SCT025 11/07 Q1025
EGLC,2026-04-19 20:20,50.00,EGLC 192020Z AUTO 09012KT 9999 NCD 10/06 Q1025
EGLC,2026-04-19 20:50,50.00,EGLC 192050Z AUTO 09012KT 9999 NCD 10/06 Q1025
EGLC,2026-04-19 21:20,48.20,EGLC 192120Z AUTO 09010KT 9999 NCD 09/06 Q1025
EGLC,2026-04-19 21:50,48.20,EGLC 192150Z AUTO 08008KT 9999 NCD 09/06 Q1025
EGLC,2026-04-19 22:20,48.20,EGLC 192220Z AUTO 09006KT 9999 NCD 09/06 Q1025
EGLC,2026-04-19 22:50,46.40,EGLC 192250Z AUTO 10005KT 9999 NCD 08/05 Q1025
EGLC,2026-04-19 23:20,46.40,EGLC 192320Z AUTO 09005KT 9999 NCD 08/05 Q1025
EGLC,2026-04-19 23:50,46.40,EGLC 192350Z AUTO 09003KT 030V110 9999 NCD 08/05 Q1025
EGLC,2026-04-20 00:20,46.40,EGLC 200020Z AUTO 06002KT 9999 NCD 08/06 Q1025
EGLC,2026-04-20 00:50,46.40,EGLC 200050Z AUTO 02002KT 9999 NCD 08/06 Q1025
EGLC,2026-04-20 01:20,46.40,EGLC 200120Z AUTO 04003KT 9999 NCD 08/06 Q1024
EGLC,2026-04-20 01:50,46.40,EGLC 200150Z AUTO 04003KT 9999 NCD 08/05 Q1024
EGLC,2026-04-20 02:20,46.40,EGLC 200220Z AUTO VRB02KT 9999 NCD 08/05 Q1024
EGLC,2026-04-20 02:50,44.60,EGLC 200250Z AUTO 02003KT 330V080 9999 NCD 07/05 Q1024
EGLC,2026-04-20 03:20,44.60,EGLC 200320Z AUTO 05003KT 9999 NCD 07/05 Q1024
EGLC,2026-04-20 03:50,44.60,EGLC 200350Z AUTO 06003KT 9999 NCD 07/05 Q1024
EGLC,2026-04-20 04:20,42.80,EGLC 200420Z AUTO 05003KT 9999 FEW011 SCT019 06/05 Q1024
EGLC,2026-04-20 04:50,42.80,EGLC 200450Z AUTO 03003KT 350V060 9999 FEW020 06/05 Q1024
EGLC,2026-04-20 05:20,42.80,EGLC 200520Z AUTO VRB01KT 9999 NCD 06/04 Q1024
EGLC,2026-04-20 05:50,42.80,EGLC 200550Z AUTO 33003KT 9999 NCD 06/05 Q1024
EGLC,2026-04-20 06:20,44.60,EGLC 200620Z AUTO 33002KT 9999 NCD 07/05 Q1025
EGLC,2026-04-20 06:50,46.40,EGLC 200650Z AUTO 03003KT 340V090 9999 NCD 08/04 Q1025
EGLC,2026-04-20 07:20,46.40,EGLC 200720Z AUTO 02003KT 340V070 9999 NCD 08/04 Q1025
EGLC,2026-04-20 07:50,48.20,EGLC 200750Z AUTO 05005KT 360V100 9999 NCD 09/04 Q1025
EGLC,2026-04-20 08:20,48.20,EGLC 200820Z AUTO 06006KT 360V100 9999 FEW026 09/03 Q1025
EGLC,2026-04-20 08:50,50.00,EGLC 200850Z AUTO 06006KT 010V090 9999 FEW031 10/01 Q1025
EGLC,2026-04-20 09:20,51.80,EGLC 200920Z AUTO 06008KT 020V100 9999 SCT039 11/01 Q1025
EGLC,2026-04-20 09:50,51.80,EGLC 200950Z AUTO 07008KT 350V100 9999 BKN041 11/01 Q1025
EGLC,2026-04-20 10:20,51.80,EGLC 201020Z AUTO 07008KT 030V090 9999 BKN042 11/01 Q1024
EGLC,2026-04-20 10:50,53.60,EGLC 201050Z AUTO 06009KT 020V100 9999 BKN041 OVC048 12/02 Q1024
EGLC,2026-04-20 11:20,51.80,EGLC 201120Z AUTO 07008KT 030V100 9999 BKN040 11/02 Q1024
EGLC,2026-04-20 11:50,55.40,EGLC 201150Z AUTO 07008KT 030V130 9999 FEW040 13/03 Q1024
EGLC,2026-04-20 12:20,55.40,EGLC 201220Z AUTO 07008KT 020V100 9999 BKN043 13/02 Q1024
EGLC,2026-04-20 12:50,55.40,EGLC 201250Z AUTO 08009KT 030V100 9999 BKN043 13/02 Q1024
EGLC,2026-04-20 13:20,53.60,EGLC 201320Z AUTO 09013KT 9999 FEW043 12/02 Q1024
EGLC,2026-04-20 13:50,53.60,EGLC 201350Z AUTO 08011KT 9999 FEW042 12/02 Q1023
EGLC,2026-04-20 14:20,53.60,EGLC 201420Z AUTO 07009KT 030V100 9999 SCT043 12/02 Q1023
EGLC,2026-04-20 14:50,53.60,EGLC 201450Z AUTO 08007KT 040V100 9999 SCT042 12/03 Q1023
EGLC,2026-04-20 15:20,53.60,EGLC 201520Z AUTO 08006KT 040V100 9999 NCD 12/03 Q1023
EGLC,2026-04-20 15:50,55.40,EGLC 201550Z AUTO 05006KT 360V120 9999 BKN044 13/02 Q1023
EGLC,2026-04-20 16:20,53.60,EGLC 201620Z AUTO 03005KT 280V070 9999 SCT045 12/02 Q1023
EGLC,2026-04-20 16:50,53.60,EGLC 201650Z AUTO 03006KT 330V070 9999 FEW047 12/02 Q1023
EGLC,2026-04-20 17:20,53.60,EGLC 201720Z AUTO 07007KT 010V100 9999 FEW044 12/03 Q1023
EGLC,2026-04-20 17:50,53.60,EGLC 201750Z AUTO 08008KT 030V110 9999 FEW039 12/04 Q1023
EGLC,2026-04-20 18:20,51.80,EGLC 201820Z AUTO 07006KT 020V110 9999 SCT038 11/04 Q1023
EGLC,2026-04-20 18:50,50.00,EGLC 201850Z AUTO 10007KT 9999 FEW042 10/05 Q1023
EGLC,2026-04-20 19:20,50.00,EGLC 201920Z AUTO 08006KT 9999 FEW047 10/06 Q1024
EGLC,2026-04-20 19:50,50.00,EGLC 201950Z AUTO 07006KT 9999 FEW022 SCT029 BKN038 10/06 Q1024
EGLC,2026-04-20 20:20,50.00,EGLC 202020Z AUTO 05007KT 020V080 9999 FEW031 10/04 Q1024
EGLC,2026-04-20 20:50,48.20,EGLC 202050Z AUTO 07009KT 020V090 9999 NCD 09/04 Q1024
EGLC,2026-04-20 21:20,48.20,EGLC 202120Z AUTO 05007KT 020V100 9999 NCD 09/04 Q1025
EGLC,2026-04-20 21:50,46.40,EGLC 202150Z AUTO 07007KT 030V100 9999 NCD 08/04 Q1025
EGLC,2026-04-20 22:20,46.40,EGLC 202220Z AUTO 06007KT 020V090 9999 NCD 08/03 Q1025
EGLC,2026-04-20 22:50,46.40,EGLC 202250Z AUTO 06005KT 020V080 9999 NCD 08/03 Q1025
EGLC,2026-04-21 00:50,42.80,EGLC 210050Z AUTO 04003KT 330V090 9999 FEW037 06/03 Q1025
EGLC,2026-04-21 01:20,42.80,EGLC 210120Z AUTO 04004KT 360V090 9999 NCD 06/03 Q1025
EGLC,2026-04-21 01:50,42.80,EGLC 210150Z AUTO 04004KT 330V090 9999 BKN035 BKN041 06/04 Q1025
EGLC,2026-04-21 02:20,42.80,EGLC 210220Z AUTO 03004KT 340V080 9999 BKN038 06/04 Q1025
EGLC,2026-04-21 02:50,44.60,EGLC 210250Z AUTO 03007KT 340V070 9999 OVC049 07/04 Q1025
EGLC,2026-04-21 03:20,42.80,EGLC 210320Z AUTO 03008KT 350V060 9999 SCT046 06/04 Q1025
EGLC,2026-04-21 03:50,44.60,EGLC 210350Z AUTO 04010KT 010V080 9999 FEW023 SCT028 BKN046 07/05 Q1025
EGLC,2026-04-21 04:20,44.60,EGLC 210420Z AUTO 04009KT 9999 BKN028 OVC048 07/05 Q1024
EGLC,2026-04-21 04:50,44.60,EGLC 210450Z AUTO 04007KT 360V060 9999 BKN032 07/05 Q1024
EGLC,2026-04-21 05:20,46.40,EGLC 210520Z AUTO 04008KT 360V080 9999 OVC043 08/05 Q1024
EGLC,2026-04-21 05:50,46.40,EGLC 210550Z AUTO 04009KT 010V080 9999 BKN043 08/05 Q1025
EGLC,2026-04-21 06:20,46.40,EGLC 210620Z AUTO 05009KT 010V080 9999 FEW014 SCT031 BKN049 08/05 Q1025
EGLC,2026-04-21 06:50,48.20,EGLC 210650Z AUTO 05009KT 360V100 9999 NCD 09/05 Q1025
EGLC,2026-04-21 07:20,48.20,EGLC 210720Z AUTO 05009KT 010V100 9999 FEW018 09/05 Q1025
EGLC,2026-04-21 07:50,48.20,EGLC 210750Z AUTO 06010KT 020V090 9999 SCT018 09/04 Q1025
EGLC,2026-04-21 08:20,50.00,EGLC 210820Z AUTO 06011KT 020V090 9999 FEW026 SCT030 10/03 Q1025
EGLC,2026-04-21 08:50,50.00,EGLC 210850Z AUTO 06010KT 020V090 9999 SCT028 10/02 Q1026
EGLC,2026-04-21 09:20,51.80,EGLC 210920Z AUTO 06011KT 010V100 9999 SCT032 11/03 Q1025
EGLC,2026-04-21 09:50,51.80,EGLC 210950Z AUTO 06009KT 020V100 9999 SCT032 11/03 Q1025
EGLC,2026-04-21 10:20,53.60,EGLC 211020Z AUTO 07011KT 020V100 9999 NCD 12/03 Q1025
EGLC,2026-04-21 10:50,53.60,EGLC 211050Z AUTO 08015G25KT 9999 FEW038 12/03 Q1025
EGLC,2026-04-21 11:20,53.60,EGLC 211120Z AUTO 09015G25KT 9999 BKN035 12/04 Q1025
EGLC,2026-04-21 11:50,53.60,EGLC 211150Z AUTO 07012KT 030V100 9999 BKN033 12/04 Q1025
EGLC,2026-04-21 12:20,53.60,EGLC 211220Z AUTO 08018KT 9999 SCT032 BKN041 12/05 Q1025
EGLC,2026-04-21 12:50,53.60,EGLC 211250Z AUTO 08020KT 9999 SCT034/// BKN043/// 12/05 Q1025
EGLC,2026-04-21 13:20,53.60,EGLC 211320Z AUTO 08020KT 9999 BKN031 12/05 Q1025
EGLC,2026-04-21 13:50,55.40,EGLC 211350Z AUTO 08017KT 9999 BKN030 13/05 Q1025
EGLC,2026-04-21 14:20,55.40,EGLC 211420Z AUTO 08018KT 9999 NCD 13/04 Q1025
EGLC,2026-04-21 14:50,55.40,EGLC 211450Z AUTO 09020KT 9999 FEW044 13/02 Q1025
EGLC,2026-04-21 15:20,55.40,EGLC 211520Z AUTO 09017KT 9999 NCD 13/03 Q1025
EGLC,2026-04-21 15:50,57.20,EGLC 211550Z AUTO 09019KT 9999 NCD 14/03 Q1024
EGLC,2026-04-21 16:20,55.40,EGLC 211620Z AUTO 08018KT 9999 NCD 13/00 Q1024
EGLC,2026-04-21 16:50,53.60,EGLC 211650Z AUTO 09017KT 9999 NCD 12/01 Q1025
EGLC,2026-04-21 17:20,53.60,EGLC 211720Z AUTO 09016KT 9999 NCD 12/01 Q1025
EGLC,2026-04-21 17:50,51.80,EGLC 211750Z AUTO 09017KT 9999 NCD 11/01 Q1025
EGLC,2026-04-21 18:20,51.80,EGLC 211820Z AUTO 08018KT 9999 NCD 11/01 Q1025
EGLC,2026-04-21 18:50,50.00,EGLC 211850Z AUTO 08013KT 9999 NCD 10/02 Q1025
EGLC,2026-04-21 19:20,50.00,EGLC 211920Z AUTO 08013KT 9999 NCD 10/02 Q1025
EGLC,2026-04-21 19:50,50.00,EGLC 211950Z AUTO 08011KT 9999 NCD 10/02 Q1026
EGLC,2026-04-21 20:20,48.20,EGLC 212020Z AUTO 07008KT 9999 NCD 09/02 Q1026
EGLC,2026-04-21 20:50,48.20,EGLC 212050Z AUTO 08009KT 9999 NCD 09/02 Q1026
EGLC,2026-04-21 21:20,48.20,EGLC 212120Z AUTO 05006KT 020V090 9999 NCD 09/02 Q1026
EGLC,2026-04-21 21:50,46.40,EGLC 212150Z AUTO 05006KT 020V090 9999 NCD 08/03 Q1026
EGLC,2026-04-21 22:20,46.40,EGLC 212220Z AUTO 04005KT 020V100 9999 NCD 08/03 Q1026
EGLC,2026-04-21 22:50,46.40,EGLC 212250Z AUTO 03006KT 9999 NCD 08/04 Q1026
EGLC,2026-04-21 23:20,46.40,EGLC 212320Z AUTO 05006KT 9999 NCD 08/04 Q1026
EGLC,2026-04-21 23:50,44.60,EGLC 212350Z AUTO 06006KT 030V090 9999 NCD 07/04 Q1026
EGLC,2026-04-22 00:20,44.60,EGLC 220020Z AUTO 07008KT 9999 NCD 07/04 Q1025
EGLC,2026-04-22 00:50,44.60,EGLC 220050Z AUTO 06007KT 030V090 9999 NCD 07/04 Q1025
EGLC,2026-04-22 01:20,44.60,EGLC 220120Z AUTO 05005KT 020V090 9999 NCD 07/04 Q1025
EGLC,2026-04-22 01:50,44.60,EGLC 220150Z AUTO 05004KT 9999 NCD 07/04 Q1025
EGLC,2026-04-22 02:20,44.60,EGLC 220220Z AUTO 06006KT 020V090 9999 NCD 07/05 Q1025
EGLC,2026-04-22 02:50,44.60,EGLC 220250Z AUTO 07007KT 9999 NCD 07/05 Q1025
EGLC,2026-04-22 03:20,44.60,EGLC 220320Z AUTO 07006KT 9999 NCD 07/05 Q1025
EGLC,2026-04-22 03:50,44.60,EGLC 220350Z AUTO 06006KT 9999 NCD 07/06 Q1025
EGLC,2026-04-22 04:20,44.60,EGLC 220420Z AUTO 07005KT 030V100 9999 NCD 07/05 Q1025
EGLC,2026-04-22 04:50,44.60,EGLC 220450Z AUTO 08004KT 030V120 9999 NCD 07/05 Q1025
EGLC,2026-04-22 05:20,44.60,EGLC 220520Z AUTO 08006KT 9999 NCD 07/06 Q1025
EGLC,2026-04-22 05:50,46.40,EGLC 220550Z AUTO 06006KT 030V090 9999 NCD 08/06 Q1026
EGLC,2026-04-22 06:20,48.20,EGLC 220620Z AUTO 07006KT 9999 NCD 09/06 Q1026
EGLC,2026-04-22 06:50,48.20,EGLC 220650Z AUTO 07007KT 9999 NCD 09/06 Q1026
EGLC,2026-04-22 07:20,50.00,EGLC 220720Z AUTO 08011KT 9999 NCD 10/06 Q1026
EGLC,2026-04-22 07:50,51.80,EGLC 220750Z AUTO 08012KT 9999 NCD 11/06 Q1026
EGLC,2026-04-22 08:20,53.60,EGLC 220820Z AUTO 07015KT 9999 FEW024 12/06 Q1026
EGLC,2026-04-22 08:50,55.40,EGLC 220850Z AUTO 08014KT 9999 SCT027 SCT032 13/05 Q1026
EGLC,2026-04-22 09:20,57.20,EGLC 220920Z AUTO 10016KT 9999 NCD 14/05 Q1026
EGLC,2026-04-22 09:50,57.20,EGLC 220950Z AUTO 10016KT 9999 NCD 14/05 Q1026
EGLC,2026-04-22 10:20,57.20,EGLC 221020Z AUTO 09016KT 9999 NCD 14/04 Q1026
EGLC,2026-04-22 10:50,57.20,EGLC 221050Z AUTO 09019KT 9999 NCD 14/02 Q1026
EGLC,2026-04-22 11:20,59.00,EGLC 221120Z AUTO 09020KT 9999 NCD 15/02 Q1026
EGLC,2026-04-22 11:50,59.00,EGLC 221150Z AUTO 09019KT 9999 NCD 15/02 Q1026
EGLC,2026-04-22 12:20,59.00,EGLC 221220Z AUTO 08019KT 9999 NCD 15/01 Q1026
EGLC,2026-04-22 12:50,59.00,EGLC 221250Z AUTO 09019KT 9999 NCD 15/02 Q1026
EGLC,2026-04-22 13:20,59.00,EGLC 221320Z AUTO 09020KT 9999 NCD 15/02 Q1026
EGLC,2026-04-22 13:50,59.00,EGLC 221350Z AUTO 09020KT 9999 NCD 15/01 Q1026
EGLC,2026-04-22 14:20,59.00,EGLC 221420Z AUTO 09019KT 9999 NCD 15/01 Q1026
EGLC,2026-04-22 14:50,59.00,EGLC 221450Z AUTO 09020KT 9999 NCD 15/01 Q1026
EGLC,2026-04-22 15:20,59.00,EGLC 221520Z AUTO 09019KT 9999 NCD 15/M00 Q1026
EGLC,2026-04-22 15:50,57.20,EGLC 221550Z AUTO 09020KT 9999 NCD 14/M00 Q1026
EGLC,2026-04-22 16:20,57.20,EGLC 221620Z AUTO 08019KT 9999 NCD 14/M00 Q1026
EGLC,2026-04-22 16:50,57.20,EGLC 221650Z AUTO 08016KT 9999 NCD 14/00 Q1026
EGLC,2026-04-22 17:20,55.40,EGLC 221720Z AUTO 08017KT 9999 NCD 13/00 Q1027
EGLC,2026-04-22 17:50,55.40,EGLC 221750Z AUTO 08016KT 9999 NCD 13/01 Q1027
EGLC,2026-04-22 18:20,55.40,EGLC 221820Z AUTO 08014KT 9999 NCD 13/02 Q1027
EGLC,2026-04-22 18:50,53.60,EGLC 221850Z AUTO 08014KT 9999 NCD 12/02 Q1027
EGLC,2026-04-22 19:20,53.60,EGLC 221920Z AUTO 08014KT 9999 NCD 12/02 Q1027
EGLC,2026-04-22 19:50,51.80,EGLC 221950Z AUTO 08011KT 9999 NCD 11/02 Q1027
EGLC,2026-04-22 20:20,51.80,EGLC 222020Z AUTO 08009KT 9999 NCD 11/02 Q1028
EGLC,2026-04-22 20:50,51.80,EGLC 222050Z AUTO 08009KT 9999 NCD 11/02 Q1028
EGLC,2026-04-22 21:20,50.00,EGLC 222120Z AUTO 08009KT 9999 NCD 10/03 Q1028
