station,valid,metar
LGA,2026-08-07 00:51,KLGA 070051Z 18004KT 10SM FEW049 SCT060 BKN200 31/24 A3007 RMK AO2 SLP181 CB DSNT NE AND DSNT W T03060239
LGA,2026-08-07 01:51,KLGA 070151Z 23010G19KT 10SM FEW045 SCT085 SCT110 SCT250 31/23 A3009 RMK AO2 SLP189 OCNL LTGICCC DSNT SW-W CB DSNT SW-W T03110228
LGA,2026-08-07 02:51,KLGA 070251Z 21008KT 10SM FEW045 SCT100 SCT250 31/23 A3008 RMK AO2 SLP186 T03060233 50011
LGA,2026-08-07 03:51,KLGA 070351Z 20007KT 10SM FEW100 SCT250 30/23 A3009 RMK AO2 SLP188 T03000233
LGA,2026-08-07 04:51,KLGA 070451Z 25007KT 10SM SCT100 SCT250 29/23 A3010 RMK AO2 SLP193 T02940233 403280256
LGA,2026-08-07 05:51,KLGA 070551Z 22005KT 10SM SCT100 SCT250 29/23 A3009 RMK AO2 SLP189 T02890233 10317 20289 50004
LGA,2026-08-07 06:51,KLGA 070651Z 22005KT 10SM SCT100 SCT250 28/23 A3008 RMK AO2 SLP185 T02830233
LGA,2026-08-07 07:51,KLGA 070751Z 27004KT 10SM FEW030 BKN250 28/23 A3008 RMK AO2 SLP187 T02780228
LGA,2026-08-07 08:51,KLGA 070851Z 30003KT 10SM FEW250 27/23 A3008 RMK AO2 SLP186 T02720228 56004
LGA,2026-08-07 09:51,KLGA 070951Z 32004KT 10SM FEW180 FEW250 27/23 A3009 RMK AO2 SLP190 T02720228
LGA,2026-08-07 10:51,KLGA 071051Z 32003KT 10SM FEW100 FEW160 SCT250 27/23 A3011 RMK AO2 SLP196 T02720228
LGA,2026-08-07 11:51,KLGA 071151Z 00000KT 10SM FEW160 SCT250 28/23 A3011 RMK AO2 SLP197 T02780233 10289 20267 51012
LGA,2026-08-07 12:51,KLGA 071251Z 31003KT 10SM FEW160 SCT250 28/23 A3012 RMK AO2 SLP200 T02830228
LGA,2026-08-07 13:51,KLGA 071351Z VRB04KT 10SM FEW045 FEW150 SCT250 30/22 A3012 RMK AO2 SLP198 T03000222
LGA,2026-08-07 14:51,KLGA 071451Z 06005KT 10SM FEW045 FEW150 SCT250 31/23 A3010 RMK AO2 SLP194 T03060228 58004
LGA,2026-08-07 15:51,KLGA 071551Z 04006KT 10SM SCT050 SCT250 31/23 A3010 RMK AO2 SLP191 T03110228
LGA,2026-08-07 16:51,KLGA 071651Z 03004KT 10SM FEW047 BKN060 32/22 A3008 RMK AO2 SLP186 T03220222
LGA,2026-08-07 17:51,KLGA 071751Z 05004KT 10SM SCT055 SCT250 33/21 A3006 RMK AO2 SLP180 T03280211 10333 20278 58014
LGA,2026-08-07 18:51,KLGA 071851Z 14004KT 10SM BKN050 BKN250 34/22 A3004 RMK AO2 SLP171 CB DSNT W T03390222
LGA,2026-08-07 19:51,KLGA 071951Z 19014G21KT 10SM FEW049TCU SCT065 SCT200 BKN250 33/23 A3002 RMK AO2 SLP167 TCU NE AND SW-NW T03280228
LGA,2026-08-07 20:51,KLGA 072051Z 18013G20KT 10SM SCT050 SCT070 BKN200 BKN250 32/23 A3002 RMK AO2 SLP165 CB DSNT N AND DSNT W TCU DSNT S T03170233 56015
LGA,2026-08-07 21:51,KLGA 072151Z 17012G21KT 10SM SCT045 SCT090 BKN200 BKN250 30/24 A3001 RMK AO2 SLP161 OCNL LTGICCC DSNT SW-W-N CB DSNT SW-W-N MOV E CB DSNT SE-S T03000239
LGA,2026-08-07 22:11,KLGA 072211Z 24009G18KT 200V270 10SM TS SCT040CB BKN090 BKN150 BKN230 31/24 A3005 RMK AO2 TSB10 PRESRR FRQ LTGICCC SW-W-NW TS SW-W-NW MOV E T03060239
LGA,2026-08-07 22:29,KLGA 072229Z 28012G34KT 1SM R04/3500VP6000FT +TSRA BR FEW009 SCT021CB BKN050 OVC150 24/22 A3008 RMK AO2 PK WND 26036/2217 RAB16 TSB10 CONS LTGICCCCG OHD TS OHD MOV E P0009 T02440222
LGA,2026-08-07 22:33,KLGA 072233Z COR 25014G27KT 3/4SM R04/3500VP6000FT +TSRA BR FEW009 SCT018CB OVC034 25/23 A3009 RMK AO2 PK WND 26036/2217 TWR VIS 1 RAB16 TSB10 CONS LTGICCCCG OHD TS OHD MOV E P0020 T02500228
LGA,2026-08-07 22:37,KLGA 072237Z 24011G27KT 1SM R04/3500VP6000FT +TSRA BR FEW009 BKN018CB OVC075 24/22 A3009 RMK AO2 PK WND 26036/2217 RAB16 TSB10 CONS LTGICCCCG OHD TS OHD MOV E P0036 T02390217
LGA,2026-08-07 22:51,KLGA 072251Z 21006KT 1SM R04/5500VP6000FT +TSRA BR FEW007 BKN027CB OVC038 23/22 A3008 RMK AO2 PK WND 26036/2217 SFC VIS 2 RAB16 TSB10 SLP187 CONS LTGICCCCG OHD TS OHD MOV E P0059 T02330222
LGA,2026-08-07 23:15,KLGA 072315Z 18005KT 6SM TSRA BR FEW007 SCT030CB BKN090 OVC130 23/22 A3008 RMK AO2 OCNL LTGICCCCG NE-SE TS NE-SE MOV E P0009 T02330217
LGA,2026-08-07 23:37,KLGA 072337Z 18003KT 7SM RA FEW007 FEW030 BKN100 BKN250 24/22 A3006 RMK AO2 TSE36 OCNL LTGICCC DSNT NE-SE CB DSNT NE-SE P0015 T02390222
LGA,2026-08-07 23:51,KLGA 072351Z 33003KT 10SM -RA FEW007 FEW030 BKN095 BKN250 24/22 A3006 RMK AO2 TSE36 SLP178 P0016 60075 T02390217 10344 20233 50013
LGA,2026-08-08 00:51,KLGA 080051Z 02005KT 10SM FEW030 SCT085 BKN150 BKN250 23/22 A3005 RMK AO2 RAE42 SLP177 P0001 T02330222
LGA,2026-08-08 01:51,KLGA 080151Z 09004KT 10SM FEW050 SCT110 BKN160 BKN230 24/22 A3005 RMK AO2 SLP176 T02390217
LGA,2026-08-08 02:51,KLGA 080251Z 21003KT 10SM FEW010 FEW100 SCT180 BKN250 24/22 A3006 RMK AO2 SLP178 60001 T02440222 53000
LGA,2026-08-08 03:51,KLGA 080351Z 22006KT 10SM FEW010 SCT180 BKN250 24/22 A3004 RMK AO2 SLP173 T02440222
LGA,2026-08-08 04:51,KLGA 080451Z 21006KT 10SM FEW010 SCT180 BKN250 24/22 A3003 RMK AO2 SLP169 T02440222 403440233
LGA,2026-08-08 05:51,KLGA 080551Z 21005KT 10SM FEW010 FEW180 SCT250 24/22 A3002 RMK AO2 SLP164 60001 T02440217 10250 20233 56014
LGA,2026-08-08 06:51,KLGA 080651Z 20005KT 10SM FEW250 24/22 A3001 RMK AO2 SLP162 T02390217
LGA,2026-08-08 07:51,KLGA 080751Z COR 20004KT 10SM FEW130 FEW250 24/22 A2999 RMK AO2 SLP156 T02390217
LGA,2026-08-08 08:51,KLGA 080851Z 21006KT 10SM SCT150 SCT250 24/22 A3000 RMK AO2 SLP159 T02390217 55006
LGA,2026-08-08 09:51,KLGA 080951Z 20006KT 10SM FEW150 SCT250 24/22 A3001 RMK AO2 SLP162 T02390217
LGA,2026-08-08 10:51,KLGA 081051Z 22005KT 10SM FEW007 SCT050 BKN250 24/21 A3002 RMK AO2 SLP165 T02440211
LGA,2026-08-08 11:51,KLGA 081151Z 22005KT 10SM FEW007 FEW050 SCT150 BKN250 26/22 A3002 RMK AO2 SLP165 70076 T02560217 10256 20233 51006
LGA,2026-08-08 12:51,KLGA 081251Z 26004KT 10SM FEW007 FEW050 SCT150 BKN250 26/22 A3002 RMK AO2 SLP165 T02610217
LGA,2026-08-08 13:51,KLGA 081351Z 28008KT 10SM FEW007 SCT150 BKN250 27/22 A3001 RMK AO2 SLP162 T02670217
LGA,2026-08-08 14:51,KLGA 081451Z 31005KT 10SM FEW007 SCT150 BKN250 28/22 A3001 RMK AO2 SLP162 T02780217 58003
LGA,2026-08-08 15:51,KLGA 081551Z VRB04KT 10SM FEW010 FEW040 FEW120 SCT250 29/22 A3000 RMK AO2 SLP159 T02940222
LGA,2026-08-08 16:51,KLGA 081651Z 25007KT 10SM FEW042 SCT190 31/21 A2997 RMK AO2 SLP150 T03110211
LGA,2026-08-08 17:51,KLGA 081751Z 21014G20KT 10SM SCT047 SCT120 SCT190 BKN250 32/21 A2996 RMK AO2 SLP145 T03170211 10322 20250 58017
LGA,2026-08-08 18:51,KLGA 081851Z 21014G22KT 10SM FEW050 SCT060 BKN100 BKN250 33/21 A2994 RMK AO2 SLP140 CB DSNT SW MOV E T03280211
LGA,2026-08-08 19:51,KLGA 081951Z 23012G21KT 10SM SCT050 BKN100 BKN250 32/22 A2993 RMK AO2 SLP136 CB DSNT SW MOV NE T03170217
LGA,2026-08-08 20:26,KLGA 082026Z 23016G25KT 10SM TS SCT040CB SCT055 BKN090 BKN130 BKN250 32/21 A2992 RMK AO2 TSB25 OCNL LTGCG SE-SW TS SE-SW MOV E T03170211
LGA,2026-08-08 20:51,KLGA 082051Z 23013G24KT 10SM TS SCT040CB SCT055 BKN100 BKN130 BKN250 29/21 A2992 RMK AO2 TSB25 SLP130 OCNL LTGCG SE TS SE MOV E T02940206 58015
LGA,2026-08-08 21:14,KLGA 082114Z 24009KT 10SM SCT040 SCT055 BKN100 BKN130 BKN250 31/21 A2991 RMK AO2 TSE14 CB DSNT SE MOV E T03060206
LGA,2026-08-08 21:51,KLGA 082151Z 23014G21KT 10SM SCT045 SCT060 BKN100 BKN130 BKN250 31/22 A2990 RMK AO2 TSE14 SLP126 CB DSNT SE MOV E T03060217
LGA,2026-08-08 22:51,KLGA 082251Z 24010KT 10SM FEW040 SCT100 SCT190 BKN250 29/19 A2990 RMK AO2 SLP126 CB DSNT NE MOV E T02940194
LGA,2026-08-08 23:51,KLGA 082351Z 27012G22KT 10SM FEW040 SCT110 BKN250 29/19 A2992 RMK AO2 SLP130 CB DSNT N MOV E T02940189 10328 20294 55000
LGA,2026-08-09 00:51,KLGA 090051Z 25011KT 10SM FEW040 SCT110 BKN250 29/20 A2994 RMK AO2 SLP138 T02890200
LGA,2026-08-09 01:51,KLGA 090151Z 23010KT 10SM FEW120 SCT250 28/20 A2995 RMK AO2 SLP141 T02830200
LGA,2026-08-09 02:51,KLGA 090251Z 23011KT 10SM SCT250 28/21 A2995 RMK AO2 SLP140 T02780206 50010
LGA,2026-08-09 03:51,KLGA 090351Z 23009KT 10SM SCT250 28/21 A2995 RMK AO2 SLP142 T02780211
LGA,2026-08-09 04:51,KLGA 090451Z 23009KT 10SM SCT250 27/21 A2995 RMK AO2 SLP142 T02720211 403280233
LGA,2026-08-09 05:51,KLGA 090551Z 23006KT 10SM FEW250 27/21 A2994 RMK AO2 SLP140 T02720211 10294 20272 58000
LGA,2026-08-09 06:51,KLGA 090651Z 21006KT 10SM FEW250 27/21 A2994 RMK AO2 SLP138 T02670211
LGA,2026-08-09 07:51,KLGA 090751Z 21008KT 10SM FEW250 26/21 A2994 RMK AO2 SLP138 T02610211
LGA,2026-08-09 08:51,KLGA 090851Z 21005KT 10SM FEW250 26/22 A2993 RMK AO2 SLP136 T02610217 56004
LGA,2026-08-09 09:51,KLGA 090951Z 21008KT 10SM SCT250 26/22 A2994 RMK AO2 SLP137 T02560217
LGA,2026-08-09 10:51,KLGA 091051Z 22004KT 10SM FEW180 SCT250 26/22 A2995 RMK AO2 SLP142 T02560217
LGA,2026-08-09 11:51,KLGA 091151Z VRB03KT 10SM FEW060 SCT180 BKN250 26/22 A2995 RMK AO2 SLP142 T02610222 10278 20256 51006
LGA,2026-08-09 12:51,KLGA 091251Z COR 28007KT 10SM FEW020 FEW060 SCT180 BKN250 27/22 A2996 RMK AO2 SLP147 T02670217
LGA,2026-08-09 13:51,KLGA 091351Z 32008KT 10SM FEW024 FEW060 SCT180 BKN250 28/22 A2995 RMK AO2 SLP143 T02780217
LGA,2026-08-09 14:51,KLGA 091451Z 32007KT 10SM FEW029 FEW060 SCT180 BKN250 29/21 A2996 RMK AO2 SLP145 T02890211 51003
LGA,2026-08-09 15:51,KLGA 091551Z 32006KT 10SM FEW035 FEW060 SCT180 BKN250 30/21 A2996 RMK AO2 SLP147 T03000206
LGA,2026-08-09 16:51,KLGA 091651Z 28004KT 10SM SCT047 SCT180 BKN250 31/20 A2996 RMK AO2 SLP146 T03110200
LGA,2026-08-09 17:29,KLGA 091729Z 32012KT 10SM SCT050 BKN075 BKN180 BKN250 31/19 A2996 RMK AO2 T03060194
LGA,2026-08-09 17:51,KLGA 091751Z 30009KT 10SM BKN050 BKN180 BKN250 31/19 A2996 RMK AO2 SLP144 T03110189 10317 20267 58001
LGA,2026-08-09 18:51,KLGA 091851Z VRB05G15KT 10SM BKN050 BKN180 BKN250 32/18 A2995 RMK AO2 SLP141 T03170178
LGA,2026-08-09 19:51,KLGA 091951Z 31008G20KT 10SM BKN060 BKN250 33/18 A2994 RMK AO2 SLP137 T03280183
LGA,2026-08-09 20:51,KLGA 092051Z 30014G22KT 10SM BKN060 BKN250 32/17 A2994 RMK AO2 SLP138 T03220167 55006
LGA,2026-08-09 21:51,KLGA 092151Z 30009KT 10SM SCT060 SCT250 32/17 A2994 RMK AO2 SLP138 T03170172
LGA,2026-08-09 22:51,KLGA 092251Z 28006KT 10SM SCT060 BKN250 31/18 A2994 RMK AO2 SLP138 T03110178
LGA,2026-08-09 23:51,KLGA 092351Z 33009KT 10SM SCT070 BKN250 30/18 A2994 RMK AO2 SLP139 T03000178 10328 20300 53001
LGA,2026-08-10 00:51,KLGA 100051Z 34008KT 10SM FEW065 SCT250 29/17 A2996 RMK AO2 SLP144 T02940172
LGA,2026-08-10 01:51,KLGA 100151Z 34006KT 10SM FEW065 SCT250 29/18 A2998 RMK AO2 SLP151 T02890178
LGA,2026-08-10 02:51,KLGA 100251Z 35005KT 10SM FEW060 SCT250 28/18 A2998 RMK AO2 SLP152 T02830178 51013
LGA,2026-08-10 03:51,KLGA 100351Z 02004KT 10SM FEW060 SCT250 27/17 A3000 RMK AO2 SLP157 T02720172
LGA,2026-08-10 04:51,KLGA 100451Z 36003KT 10SM SCT250 27/16 A3001 RMK AO2 SLP162 T02670161 403280256
LGA,2026-08-10 05:51,KLGA 100551Z 02006KT 10SM FEW250 26/16 A2999 RMK AO2 SLP157 T02610161 10300 20261 50004
LGA,2026-08-10 06:51,KLGA 100651Z 04005KT 10SM FEW250 26/16 A3000 RMK AO2 SLP159 T02560161
LGA,2026-08-10 07:51,KLGA 100751Z 04005KT 10SM FEW250 24/17 A3000 RMK AO2 SLP158 T02440167
LGA,2026-08-10 08:51,KLGA 100851Z 06004KT 10SM FEW065 SCT250 24/16 A3000 RMK AO2 SLP158 T02390161 51002
LGA,2026-08-10 09:51,KLGA 100951Z 04003KT 10SM FEW065 SCT250 23/17 A3000 RMK AO2 SLP159 T02330167
LGA,2026-08-10 10:51,KLGA 101051Z 07003KT 10SM SCT065 SCT250 24/16 A3002 RMK AO2 SLP164 T02390161
LGA,2026-08-10 11:51,KLGA 101151Z 05004KT 10SM FEW065 SCT250 24/17 A3002 RMK AO2 SLP165 T02440167 10261 20233 53007 $
LGA,2026-08-10 12:51,KLGA 101251Z 07005KT 10SM FEW065 SCT250 26/16 A3001 RMK AO2 SLP163 T02560161 $
LGA,2026-08-10 13:51,KLGA 101351Z 04006KT 10SM FEW065 BKN250 27/16 A3000 RMK AO2 SLP160 T02670161 $
LGA,2026-08-10 14:51,KLGA 101451Z 18008KT 10SM FEW060 BKN250 29/16 A3001 RMK AO2 SLP162 T02890161 55004 $
LGA,2026-08-10 15:51,KLGA 101551Z VRB06G15KT 10SM FEW060 BKN250 29/17 A3000 RMK AO2 SLP160 T02940167 $
LGA,2026-08-10 16:51,KLGA 101651Z 21007KT 170V240 10SM FEW055 BKN230 29/18 A2996 RMK AO2 SLP146 T02940183 $
LGA,2026-08-10 17:51,KLGA 101751Z 22008G16KT 10SM FEW055 SCT180 BKN250 31/18 A2994 RMK AO2 SLP139 T03110183 10311 20244 58023 $
LGA,2026-08-10 18:51,KLGA 101851Z 20009G15KT 10SM FEW055 SCT180 BKN250 31/18 A2992 RMK AO2 SLP133 T03110183 $
LGA,2026-08-10 19:51,KLGA 101951Z 24009G17KT 210V290 10SM FEW055 SCT120 SCT180 BKN250 33/18 A2990 RMK AO2 SLP125 FU BKN250 T03280178 $
LGA,2026-08-10 20:51,KLGA 102051Z 20010G18KT 10SM FEW055 SCT120 BKN250 32/18 A2989 RMK AO2 SLP123 FU BKN250 T03170183 56016 $
LGA,2026-08-10 21:49,KLGA 102149Z 26019G34KT 5SM R04/4000VP6000FT TSRA FEW050CB BKN085 OVC120 31/21 A2992 RMK AO2 PK WND 25034/2148 RAB45 TSB48 PRESRR OCNL LTGICCG OHD-W TS OHD-W MOV E P0000 $
LGA,2026-08-10 21:51,KLGA 102151Z 24012G34KT 5SM R04/4000VP6000FT TSRA FEW050CB BKN085 OVC120 29/21 A2991 RMK AO2 PK WND 25034/2148 RAB45 TSB48 SLP128 OCNL LTGICCG OHD-W TS OHD-W MOV E P0000 T02890211 $
LGA,2026-08-10 22:51,KLGA 102251Z 25004KT 10SM -TSRA FEW020 BKN050CB BKN085 BKN130 BKN180 26/21 A2991 RMK AO2 SLP127 OCNL LTGICCG E TS E MOV E P0008 T02560206 $
LGA,2026-08-10 23:02,KLGA 102302Z 00000KT 10SM FEW020 BKN050 BKN085 BKN130 BKN180 26/21 A2991 RMK AO2 RAE01 TSE01 CB DSNT E MOV E P0000 T02560206 $
LGA,2026-08-10 23:51,KLGA 102351Z 26007KT 10SM FEW020 BKN050 BKN085 BKN180 BKN250 26/21 A2990 RMK AO2 RAE01 TSE01 SLP125 CB DSNT E MOV E P0000 60008 T02610206 10328 20250 50002 $
LGA,2026-08-11 00:51,KLGA 110051Z VRB03KT 10SM FEW020 SCT050 BKN120 BKN250 26/21 A2990 RMK AO2 SLP124 T02560211 $
LGA,2026-08-11 01:51,KLGA 110151Z 24006KT 10SM FEW018 SCT050 SCT120 BKN250 26/21 A2991 RMK AO2 SLP129 T02560206 $
LGA,2026-08-11 02:51,KLGA 110251Z 22007KT 10SM SCT110 BKN250 26/21 A2991 RMK AO2 SLP128 T02610211 50003 $
LGA,2026-08-11 03:51,KLGA 110351Z 23009KT 10SM BKN250 26/21 A2990 RMK AO2 SLP125 T02560211 $
LGA,2026-08-11 04:51,KLGA 110451Z 25012G16KT 10SM FEW110 SCT250 26/22 A2988 RMK AO2 SLP118 T02560217 403280233 $
LGA,2026-08-11 05:51,KLGA 110551Z 26011KT 10SM SCT250 25/21 A2986 RMK AO2 SLP112 T02500211 10261 20250 58016 $
LGA,2026-08-11 06:51,KLGA 110651Z 29010G18KT 10SM SCT250 24/21 A2986 RMK AO2 SLP112 T02440211 $
LGA,2026-08-11 07:51,KLGA 110751Z 29008KT 10SM SCT250 24/21 A2987 RMK AO2 SLP113 T02390211 $
LGA,2026-08-11 08:51,KLGA 110851Z 32009KT 10SM SCT018 BKN250 24/21 A2986 RMK AO2 SLP112 T02390211 54000 $
LGA,2026-08-11 09:51,KLGA 110951Z 30004KT 10SM FEW016 BKN250 24/21 A2986 RMK AO2 SLP111 T02390211 $
LGA,2026-08-11 10:51,KLGA 111051Z 27006KT 10SM FEW020 BKN250 24/21 A2988 RMK AO2 SLP119 T02390206 $
LGA,2026-08-11 11:51,KLGA 111151Z 30007KT 10SM FEW020 FEW180 BKN250 24/21 A2991 RMK AO2 SLP128 70008 T02440206 10250 20239 53015 $
LGA,2026-08-11 12:44,KLGA 111244Z 29012G18KT 10SM BKN027 25/21 A2992 RMK AO2 T02500206 $
LGA,2026-08-11 12:48,KLGA 111248Z 28008G18KT 10SM SCT027 BKN250 25/21 A2992 RMK AO2 $
LGA,2026-08-11 12:51,KLGA 111251Z 27009G18KT 10SM SCT027 BKN250 25/21 A2992 RMK AO2 SLP130 T02500206 $
LGA,2026-08-11 13:51,KLGA 111351Z 31011KT 10SM FEW025 FEW060 BKN250 26/20 A2989 RMK AO2 SLP122 T02610200 $
LGA,2026-08-11 14:51,KLGA 111451Z 32008KT 10SM FEW025 FEW060 BKN250 27/20 A2986 RMK AO2 SLP113 T02720200 58015 $
LGA,2026-08-11 15:51,KLGA 111551Z 34008KT 10SM FEW030 BKN250 28/20 A2984 RMK AO2 SLP106 T02780200 $
LGA,2026-08-11 16:51,KLGA 111651Z 34011KT 10SM FEW035 SCT160 BKN250 29/18 A2984 RMK AO2 SLP103 T02890183 $
LGA,2026-08-11 17:51,KLGA 111751Z 32006KT 10SM FEW038 SCT150 BKN250 29/19 A2984 RMK AO2 SLP105 T02940189 10306 20244 55007 $
LGA,2026-08-11 18:51,KLGA 111851Z 32010KT 10SM BKN050 BKN250 30/18 A2984 RMK AO2 SLP106 T03000178 $
LGA,2026-08-11 19:36,KLGA 111936Z 25007G17KT 10SM BKN055 BKN250 31/18 A2983 RMK AO2 VCSH S T03060183 $
LGA,2026-08-11 19:51,KLGA 111951Z 27007KT 10SM BKN055 BKN250 30/19 A2982 RMK AO2 SLP096 VCSH S T03000189 $
LGA,2026-08-11 20:51,KLGA 112051Z 19007KT 10SM SCT049 BKN075 BKN250 29/21 A2982 RMK AO2 SLP097 VCSH SW T02940211 55009 $
LGA,2026-08-11 21:51,KLGA 112151Z 20009KT 10SM FEW035 FEW055 SCT070 BKN130 BKN250 29/21 A2981 RMK AO2 SLP096 T02890206 $
LGA,2026-08-11 22:51,KLGA 112251Z 20010KT 10SM FEW040 SCT070 BKN140 BKN250 29/22 A2981 RMK AO2 SLP094 T02890217 $
LGA,2026-08-11 23:51,KLGA 112351Z 25006KT 10SM BKN047 BKN060 BKN090 BKN130 BKN250 29/20 A2980 RMK AO2 SLP092 VCSH N T02890200 10311 20283 58004 $
LGA,2026-08-12 00:51,KLGA 120051Z 28005KT 10SM FEW050 FEW090 BKN130 BKN250 29/20 A2981 RMK AO2 SLP094 T02890200 $
LGA,2026-08-12 01:51,KLGA 120151Z 25007KT 10SM FEW050 SCT080 BKN140 BKN250 28/21 A2981 RMK AO2 SLP093 T02830206 $
LGA,2026-08-12 02:51,KLGA 120251Z 29009KT 10SM FEW055 FEW070 FEW150 SCT250 28/21 A2982 RMK AO2 SLP096 T02780206 53004 $
LGA,2026-08-12 03:51,KLGA 120351Z 31012KT 10SM SCT070 SCT140 BKN250 26/20 A2982 RMK AO2 SLP098 T02610200 $
LGA,2026-08-12 04:51,KLGA 120451Z 31009KT 10SM SCT070 BKN250 26/20 A2982 RMK AO2 SLP098 T02560200 403110239 $
LGA,2026-08-12 05:51,KLGA 120551Z 32008KT 10SM SCT075 BKN250 25/18 A2982 RMK AO2 SLP097 T02500183 10289 20250 50001 $
LGA,2026-08-12 06:51,KLGA 120651Z 01007KT 10SM BKN200 OVC250 24/18 A2980 RMK AO2 SLP090 T02440178 $
LGA,2026-08-12 07:51,KLGA 120751Z 35008KT 10SM BKN200 OVC250 24/17 A2980 RMK AO2 SLP092 T02390172 $
LGA,2026-08-12 08:51,KLGA 120851Z 33004KT 10SM BKN160 OVC250 24/17 A2980 RMK AO2 SLP090 T02390167 56007 $
LGA,2026-08-12 09:51,KLGA 120951Z 33007KT 10SM FEW160 BKN200 OVC250 23/16 A2981 RMK AO2 SLP096 T02330161 $
LGA,2026-08-12 10:51,KLGA 121051Z COR 32007KT 10SM FEW095 BKN160 BKN250 23/16 A2982 RMK AO2 SLP099 T02330161 $
LGA,2026-08-12 11:51,KLGA 121151Z COR 33008KT 10SM FEW095 BKN160 BKN250 24/15 A2984 RMK AO2 SLP103 T02390150 10250 20233 51014 $
LGA,2026-08-12 12:51,KLGA 121251Z 31007KT 10SM FEW095 BKN190 BKN250 24/15 A2985 RMK AO2 SLP109 T02440150 $
LGA,2026-08-12 13:51,KLGA 121351Z 33006KT 10SM FEW095 BKN190 BKN250 26/14 A2986 RMK AO2 SLP110 T02560144 $
LGA,2026-08-12 14:51,KLGA 121451Z 32007KT 10SM SCT250 26/14 A2986 RMK AO2 SLP111 T02610139 51008 $
LGA,2026-08-12 15:51,KLGA 121551Z 01008KT 10SM FEW250 27/14 A2986 RMK AO2 SLP110 T02720139 $
LGA,2026-08-12 16:51,KLGA 121651Z 36010G14KT 10SM FEW050 BKN300 28/14 A2984 RMK AO2 SLP106 FU BKN300 T02830144 $
LGA,2026-08-12 17:51,KLGA 121751Z COR 05005KT 10SM FEW055 BKN300 28/14 A2982 RMK AO2 SLP098 FU BKN300 T02830139 10289 20239 58013 $
LGA,2026-08-12 18:51,KLGA 121851Z 08006KT 10SM FEW060 FEW250 BKN300 29/13 A2981 RMK AO2 SLP093 FU BKN300 T02890133 $
LGA,2026-08-12 19:51,KLGA 121951Z 05005KT 10SM FEW060 FEW250 BKN300 29/12 A2981 RMK AO2 SLP093 FU BKN300 T02940122 $
LGA,2026-08-12 20:51,KLGA 122051Z 34004KT 10SM FEW060 FEW250 BKN300 30/12 A2980 RMK AO2 SLP090 FU BKN300 T03000117 56008 $
LGA,2026-08-12 21:51,KLGA 122151Z 00000KT 10SM FEW060 FEW250 BKN300 30/13 A2980 RMK AO2 SLP090 FU BKN300 T03000133 $
LGA,2026-08-12 22:51,KLGA 122251Z VRB04KT 10SM FEW060 FEW200 SCT250 BKN300 29/14 A2980 RMK AO2 SLP092 FU BKN300 T02940144 $
LGA,2026-08-12 23:51,KLGA 122351Z 35003KT 10SM FEW060 BKN200 BKN250 BKN300 28/17 A2979 RMK AO2 SLP089 FU BKN300 T02830167 10306 20283 58001 $
LGA,2026-08-13 00:51,KLGA 130051Z 18009KT 10SM SCT200 BKN250 BKN300 27/16 A2981 RMK AO2 SLP094 FU BKN300 T02720156 $
LGA,2026-08-13 01:51,KLGA 130151Z 18012KT 10SM FEW070 SCT180 BKN250 27/16 A2981 RMK AO2 SLP095 T02670161 $
LGA,2026-08-13 02:51,KLGA 130251Z 20009KT 10SM FEW080 SCT160 BKN250 27/16 A2980 RMK AO2 SLP091 T02670161 50003 $
LGA,2026-08-13 03:51,KLGA 130351Z 20009KT 10SM FEW090 BKN160 OVC250 27/16 A2981 RMK AO2 SLP094 T02670156 $
LGA,2026-08-13 04:51,KLGA 130451Z 21007KT 10SM SCT050 BKN065 BKN080 OVC160 26/17 A2979 RMK AO2 SLP089 T02610172 403060233 $
LGA,2026-08-13 05:51,KLGA 130551Z 21008KT 10SM SCT070 BKN160 OVC250 27/18 A2979 RMK AO2 SLP088 FRQ LTGIC DSNT W AND NE CB DSNT W AND NE MOV E T02670183 10283 20261 58003 $
LGA,2026-08-13 06:34,KLGA 130634Z 24009KT 8SM TSRA FEW070CB SCT100 BKN120 26/19 A2979 RMK AO2 RAB23 TSB33 OCNL LTGIC OHD-W-NW AND DSNT NE-E TS OHD-W-NW MOV E CB DSNT NE-E MOV E P0000 T02560194 $
LGA,2026-08-13 06:48,KLGA 130648Z 26010G18KT 8SM -RA SCT042 SCT070 OVC110 26/19 A2979 RMK AO2 RAB23 TSB33E47 OCNL LTGIC DSNT E CB DSNT E MOV E P0002 $
LGA,2026-08-13 06:51,KLGA 130651Z 26012G18KT 8SM -RA SCT042 BKN065 OVC120 25/19 A2980 RMK AO2 RAB23 TSB33E47 SLP089 OCNL LTGIC DSNT E CB DSNT E MOV E P0002 T02500189 $
LGA,2026-08-13 06:57,KLGA 130657Z COR 25010G17KT 5SM TSRA SCT042CB BKN065 OVC120 25/19 A2979 RMK AO2 TSB56 OCNL LTGIC OHD-E AND DSNT E TS OHD-E MOV E CB DSNT E MOV E P0000 T02500194 $
LGA,2026-08-13 07:15,KLGA 130715Z 24007KT 10SM SCT039 SCT070 BKN080 BKN140 BKN250 24/19 A2979 RMK AO2 RAE06 TSB0656E15 OCNL LTGIC DSNT E-SE CB DSNT E-SE MOV E P0005 T02440194 $
